PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME
203929,Melvin Ejim,1610612753,Magic
203930,Sean Kilpatrick,1610612741,Bulls
203932,Aaron Gordon,1610612753,Magic
203933,T.J. Warren,1610612754,Pacers
203934,Lamar Patterson,1610612737,Hawks
203935,Marcus Smart,1610612738,Celtics
203937,Kyle Anderson,1610612763,Grizzlies
203939,Dwight Powell,1610612742,Mavericks
203940,Adreian Payne,1610612753,Magic
203942,Patric Young,1610612740,Pelicans
203943,Noah Vonleh,1610612750,Timberwolves
203944,Julius Randle,1610612752,Knicks
203945,Alex Kirk,1610612739,Cavaliers
203946,Cameron Bairstow,1610612741,Bulls
203947,Jordan Bachynski,1610612765,Pistons
203948,Johnny O'Bryant III,1610612766,Hornets
203949,James Michael McAdoo,1610612755,76ers
203950,Jarnell Stokes,1610612748,Heat
203951,Keith Appling,1610612753,Magic
203952,Andrew Wiggins,1610612750,Timberwolves
203953,Jabari Parker,1610612737,Hawks
203954,Joel Embiid,1610612755,76ers
203955,Bryce Cotton,1610612763,Grizzlies
203956,Mitch McGary,1610612760,Thunder
203957,Dante Exum,1610612762,Jazz
203958,Andre Dawkins,1610612738,Celtics
203959,Scottie Wilbekin,1610612755,76ers
203960,JaKarr Sampson,1610612754,Pacers
203961,Eric Moreland,1610612760,Thunder
203962,Josh Huestis,1610612759,Spurs
203963,Shayne Whittington,1610612754,Pacers
203964,Roscoe Smith,1610612747,Lakers
203965,Justin Cobbs,1610612766,Hornets
203966,Jamil Wilson,1610612746,Clippers
203967,Dario Saric,1610612756,Suns
203968,Jerrelle Benimon,1610612762,Jazz
203990,Drew Crawford,1610612761,Raptors
203991,Clint Capela,1610612745,Rockets
203992,Bogdan Bogdanovic,1610612758,Kings
203994,Jusuf Nurkic,1610612757,Trail Blazers
203996,Damien Inglis,1610612752,Knicks
203998,Bruno Caboclo,1610612763,Grizzlies
203999,Nikola Jokic,1610612743,Nuggets
204001,Kristaps Porzingis,1610612742,Mavericks
204002,Edy Tavares,1610612739,Cavaliers
204014,Damjan Rudez,1610612753,Magic
204020,Tyler Johnson,1610612756,Suns
204021,Sim Bhullar,1610612758,Kings
204022,Jack Cooley,1610612758,Kings
204024,Christian Watford,1610612738,Celtics
204025,Tim Frazier,1610612765,Pistons
204026,Brock Motum,1610612762,Jazz
204027,Josh Davis,1610612759,Spurs
204028,Tarik Black,1610612745,Rockets
204029,Brady Heslip,1610612761,Raptors
204030,Mitchell Watt,1610612744,Warriors
204033,David Wear,1610612758,Kings
204034,Luke Hancock,1610612763,Grizzlies
204037,Travis Wear,1610612747,Lakers
204038,Langston Galloway,1610612765,Pistons
204039,Chris Crawford,1610612763,Grizzlies
204040,Ronald Roberts Jr.,1610612761,Raptors
204041,Brian Qvale,1610612766,Hornets
204044,Orlando Sanchez,1610612752,Knicks
204053,Shawn Jones,1610612748,Heat
204054,Zoran Dragic,1610612748,Heat
204060,Joe Ingles,1610612762,Jazz
204061,Joe Jackson,1610612756,Suns
204062,Casey Prather,1610612756,Suns
204063,Kadeem Batts,1610612753,Magic
204064,Akil Mitchell,1610612751,Nets
204065,David Stockton,1610612747,Lakers
204066,John Holland,1610612739,Cavaliers
204067,Jarell Eddie,1610612741,Bulls
204071,Stephen Holt,1610612739,Cavaliers
204075,Talib Zanna,1610612760,Thunder
204076,Richard Solomon,1610612760,Thunder
204077,Michael Jenkins,1610612760,Thunder
204078,Yuki Togashi,1610612742,Mavericks
204079,Drew Gordon,1610612755,76ers
204080,Geron Johnson,1610612745,Rockets
204098,Xavier Munford,1610612749,Bucks
204136,Marcus Simmons,1610612741,Bulls
204179,Omari Johnson,1610612754,Pacers
204189,Jaron Johnson,1610612764,Wizards
204192,Raphiael Putney,1610612748,Heat
204215,Bubu Palo,1610612748,Heat
204222,Greg Whittington,1610612748,Heat
204289,Nick Wiggins,1610612750,Timberwolves
204310,Davion Berry,1610612761,Raptors
204456,T.J. McConnell,1610612754,Pacers
1626143,Jahlil Okafor,1610612740,Pelicans
1626144,Emmanuel Mudiay,1610612762,Jazz
1626145,Tyus Jones,1610612763,Grizzlies
1626146,Cliff Alexander,1610612740,Pelicans
1626147,Justin Anderson,1610612764,Wizards
1626148,Anthony Brown,1610612755,76ers
1626149,Montrezl Harrell,1610612746,Clippers
1626150,Andrew Harrison,1610612744,Warriors
1626151,Aaron Harrison,1610612742,Mavericks
1626153,Delon Wright,1610612742,Mavericks
1626154,RJ Hunter,1610612738,Celtics
1626155,Sam Dekker,1610612764,Wizards
1626156,D'Angelo Russell,1610612744,Warriors
1626157,Karl-Anthony Towns,1610612750,Timberwolves
1626158,Richaun Holmes,1610612758,Kings
1626159,Justise Winslow,1610612748,Heat
1626160,JP Tokoto,1610612752,Knicks
1626161,Willie Cauley-Stein,1610612744,Warriors
1626162,Kelly Oubre Jr.,1610612756,Suns
1626163,Frank Kaminsky,1610612756,Suns
1626164,Devin Booker,1610612756,Suns
1626165,Brandon Ashley,1610612742,Mavericks
1626166,Cameron Payne,1610612761,Raptors
1626167,Myles Turner,1610612754,Pacers
1626168,Trey Lyles,1610612759,Spurs
1626169,Stanley Johnson,1610612761,Raptors
1626170,Jerian Grant,1610612753,Magic
1626171,Bobby Portis,1610612752,Knicks
1626172,Kevon Looney,1610612744,Warriors
1626173,Rashad Vaughn,1610612753,Magic
1626174,Christian Wood,1610612765,Pistons
1626175,Jordan Mickey,1610612748,Heat
1626176,Rakeem Christmas,1610612754,Pacers
1626177,Dakari Johnson,1610612760,Thunder
1626178,Rondae Hollis-Jefferson,1610612761,Raptors
1626179,Terry Rozier,1610612766,Hornets
